Name,Year,Duration,Genre,Votes,Director,Actor 1,Actor 2,Actor 3,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,Revenue_Millions,Rating
Money Hai Toh Honey Hai,2008,138,"Comedy, Drama",565,Ganesh Acharya,Govinda,Manoj Bajpayee,Aftab Shivdasani,,,,,,,,,,2.7
Monica,2011,124,"Biography, Drama, Thriller",72,Sushen Bhatnagar,Ashutosh Rana,Divya Dutta,Rajit Kapoor,,,,,,,,,,5.5
Monsoon,2015,106,"Comedy, Drama, Romance",61,Suzad Iqbal Khan,Shawar Ali,Gaurav Gautam,Pramod Goswami,,,,,,,,,,3.3
Monsoon Shootout,2013,92,"Action, Crime, Drama",1071,Amit Kumar,Vijay Varma,Nawazuddin Siddiqui,Neeraj Kabi,,,,,,,,,,6.6
Monsoon Wedding,2001,114,"Comedy, Drama, Romance",23663,Mira Nair,Naseeruddin Shah,Lillete Dubey,Shefali Shah,,,,,,,,,,7.4
Moods of Crime,2015,115,Crime,28,Sunil Shah,Ayaz Ahmed,Uppekha Jain,Anima Pagare,,,,,,,,,,5.8
Moojrim,1970,138,"Action, Crime, Musical",21,Kewal Misra,Joy Mukherjee,Kumud Chuggani,Dev Kumar,,,,,,,,,,4.4
Moral Nights,2021,93,Drama,37,S. Sunil,Kannanunni,Santhosh Keezhattoor,Sandra Larwin,,,,,,,,,,9
Morning Raga,2004,110,"Drama, Music",296,Mahesh Dattani,Shabana Azmi,Prakash Kovelamudi,Lillete Dubey,,,,,,,,,,6.7
Morning Walk,2009,105,Drama,61,Arup Dutta,Nargis Bagheri,Divya Dutta,Avika Gor,,,,,,,,,,4.7
Mosagallu,2021,85,Drama,1059,Jeffrey Gee Chin,Vishnu Manchu,Kajal Aggarwal,Sunil Shetty,,,,,,,,,,7.9
Mother,1999,142,"Comedy, Drama",54,Saawan Kumar Tak,Jeetendra,Rekha,Randhir Kapoor,,,,,,,,,,4.3
Mother India,1957,172,"Drama, Musical, Family",8788,Mehboob Khan,Nargis,Sunil Dutt,Rajendra Kumar,,,,,,,,,,8
Mounto,1975,114,"Action, Crime",5,Jambulingam,Navin Nischol,Saira Banu,Bindu,,,,,,,,,,4.8
MP3: Mera Pehla Pehla Pyaar,2007,118,"Comedy, Drama, Musical",2180,Robbie Grewal,Menekka Arora,Sarthak Bhasin,Sagar Chawla,,,,,,,,,,7
Mr Joe B. Carvalho,2014,130,"Action, Comedy, Mystery",526,Samir Tewari,Arshad Warsi,Soha Ali Khan,Javed Jaffrey,,,,,,,,,,3.6
Mr Lonely Miss Lovely,2004,95,Comedy,6,Aditya Om,Rajendra Gupta,Aditya Om,Nandana Sen,,,,,,,,,,5.3
Mr Ya Miss,2005,136,"Comedy, Fantasy",466,Antara Mali,Satchit Puranik,Antara Mali,Riteish Deshmukh,,,,,,,,,,3.6
Mr. & Mrs. '55,1955,157,"Comedy, Musical, Romance",500,Guru Dutt,Madhubala,Guru Dutt,Lalita Pawar,,,,,,,,,,7.2
Mr. & Mrs. Khiladi,1997,133,"Comedy, Drama, Romance",6022,David Dhawan,Akshay Kumar,Juhi Chawla,Paresh Rawal,,,,,,,,,,6.4
Mr. Azaad,1994,123,"Action, Comedy, Drama",95,Rama Rao Tatineni,Anil Kapoor,Niki Walia,Ishrat Ali,,,,,,,,,,4.2
Mr. Bechara,1996,140,Comedy,332,Bhagyaraj,Anil Kapoor,Sridevi,Nagarjuna Akkineni,,,,,,,,,,5.4
Mr. Bond,1992,127,"Action, Adventure, Thriller",622,Raj N. Sippy,Akshay Kumar,Sheeba,Saathi Ganguly,,,,,,,,,,4.3
Mr. Hot Mr. Kool,2007,110,"Comedy, Drama, Romance",21,Partho Ghosh,Kishore Anand Bhanushali,Mushtaq Khan,Shahbaaz Khan,,,,,,,,,,4
Mr. India,1987,179,"Action, Comedy, Drama",14451,Shekhar Kapur,Anil Kapoor,Sridevi,Amrish Puri,,,,,,,,,,7.8
Mr. India,1961,179,"Comedy, Crime, Drama",31,G.P. Sippy,Geeta Bali,I.S. Johar,Helen,,,,,,,,,,6.8
Mr. Kabaadi,2017,93,Comedy,53,Seema Kapoor,Annu Kapoor,Rajveer Singh,Om Puri,,,,,,,,,,4.8
Mr. Natwarlal,1979,148,"Action, Comedy, Romance",1328,Rakesh Kumar,Amitabh Bachchan,Rekha,Ajit,,,,,,,,,,6.6
Mr. Romeo,1996,162,"Action, Comedy, Romance",161,K.S. Ravi,Prabhu Deva,Shilpa Shetty Kundra,Madhoo,,,,,,,,,,5.5
Mr. Romeo,1974,138,"Drama, Romance",17,Subhash Mukherjee,Shashi Kapoor,Rinku Jaiswal,Kiran Kumar,,,,,,,,,,6.7
Mr. Sampat,1952,165,Comedy,27,S.S. Vasan,Motilal,Padmini,Kanhaiyalal Chaturvedi,,,,,,,,,,7.4
Mr. Singh/Mrs. Mehta,2010,118,Drama,178,Pravesh Bhardwaj,Prashant Narayanan,Aruna Shields,Naved Aslam,,,,,,,,,,4.2
Mr. White Mr. Black,2008,130,"Action, Comedy, Crime",194,Deepak S. Shivdasani,Sunil Shetty,Arshad Warsi,Sadashiv Amrapurkar,,,,,,,,,,3.3
Mr. X,1957,120,"Crime, Drama, Mystery",20,Nanabhai Bhatt,Ashok Kumar,Nalini Jaywant,Ragini,,,,,,,,,,5.5
Mr. X,1987,120,Fantasy,5,Khwaja Ahmad Abbas,Amol Palekar,Shabana Azmi,Tom Alter,,,,,,,,,,7
Mr. X,2015,133,"Action, Crime, Drama",1833,Vikram Bhatt,Emraan Hashmi,Amyra Dastur,Tanmay Bhat,,,,,,,,,,3.8
Mr. X in Bombay,1964,126,"Romance, Sci-Fi, Thriller",110,Shantilal Soni,Kishore Kumar,Kumkum,Randhir,,,,,,,,,,6.3
Mridang,2017,108,Drama,6,Ritesh s Kumar,Rose Laskar,Manoj Kumar Rao,Aaditya Singh,,,,,,,,,,5.8
Mrigayaa,1977,119,Drama,114,Mrinal Sen,Ajit Banerjee,Samit Bhanja,Mithun Chakraborty,,,,,,,,,,6.6
Mrityudaata,1997,158,"Action, Drama, Musical",378,Mehul Kumar,Amitabh Bachchan,Dimple Kapadia,Karisma Kapoor,,,,,,,,,,2.5
Mrityudand: The Death Sentence,1997,150,"Action, Drama",424,Prakash Jha,Shabana Azmi,Madhuri Dixit,Ayub Khan,,,,,,,,,,7.3
Mrs. Scooter,2015,96,"Drama, Romance",202,Shiladitya Moulik,Anjali Patil,Jafar Abbas,Satyakam Anand,,,,,,,,,,6.5
Mrs. Serial Killer,2020,106,"Crime, Drama, Thriller",11531,Shirish Kunder,Jacqueline Fernandez,Manoj Bajpayee,Mohit Raina,,,,,,,,,,4.8
MSG 2 the Messenger,2015,134,"Action, Comedy, Drama",8431,Gurmeet Ram Rahim Singh,Muntazir Ahmad,Charanpreet Insan,Honeypreet Insan,,,,,,,,,,6.6
MSG the Warrior: Lion Heart,2016,120,"Action, Adventure, Fantasy",7362,Gurmeet Ram Rahim Singh,Muntazir Ahmad,Ashok Insan,Bhushan Insan,,,,,,,,,,6.7
MSG: The Messenger of God,2015,197,"Action, Comedy, Drama",11192,Jeetu Arora,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Daniel Kaleb,,,,,,,,,,5.8
Muavza,2017,111,"Comedy, Drama",6,Girish Juneja,Annu Kapoor,Akhilendra Mishra,Pankaj Berry,,,,,,,,,,2.5
Mubarakan,2017,156,"Comedy, Romance",3629,Anees Bazmee,Anil Kapoor,Arjun Kapoor,Ileana D'Cruz,,,,,,,,,,5.5
Mudda 370 J&K,2019,132,"Action, Drama",699,Rakesh Sawant,Hiten Tejwani,Anjali Pandey,Manoj Joshi,,,,,,,,,,8.6
Mudda hai Bhookh: The War,2018,114,Drama,13,Mahmood Khan,Yash Baba,Utkarsh Bajpayee,Nikhil Bansal,,,,,,,,,,7.2
Mudda: The Issue,2003,155,Drama,29,Saurabh Shukla,Prashant Narayanan,Rekha Vedavyasa,Aditya Srivastav,,,,,,,,,,3.9
Muddat,1986,135,"Action, Comedy, Crime",48,K. Bapaiah,Sadashiv Amrapurkar,Vikas Anand,Asrani,,,,,,,,,,6
Mujhe Insaaf Chahiye,1983,133,"Drama, Romance",45,Rama Rao Tatineni,Rati Agnihotri,Mithun Chakraborty,Rekha,,,,,,,,,,6.5
Mujhe Jeene Do,1963,95,"Action, Crime, Drama",91,Moni Bhattacharjee,Sunil Dutt,Waheeda Rehman,Nirupa Roy,,,,,,,,,,6.6
Mujhe Kucch Kehna Hai,2001,135,"Drama, Romance",1135,Satish Kaushik,Tusshar Kapoor,Kareena Kapoor,Amrish Puri,,,,,,,,,,5
Mujhse Dosti Karoge,1992,95,Drama,25,Gopi Desai,Salim Amrohi,Irrfan Khan,Amit Phalke,,,,,,,,,,6.1
Mujhse Fraaandship Karoge,2011,106,"Comedy, Drama, Romance",3861,Nupur Asthana,Saqib Saleem,Saba Azad,Nishant Dahiya,,,,,,,,,,6.9
Mujhse Shaadi Karogi,2004,163,"Comedy, Romance",14312,David Dhawan,Salman Khan,Akshay Kumar,Priyanka Chopra Jonas,,,,,,,,,,6.7
Mukhbiir,2008,132,"Crime, Drama, Mystery",388,Mani Shankar,Sammir Dattani,Rahul Dev,Om Puri,,,,,,,,,,6.9
Mukthi,1988,142,Drama,27,I.V. Sasi,Mammootty,Rahman,Chitra,,,,,,,,,,7
Mukti,1977,150,"Crime, Drama, Romance",66,Raj Tilak,Shashi Kapoor,Sanjeev Kumar,Vidya Sinha,,,,,,,,,,7.2
Mulk,2018,140,Drama,14156,Anubhav Sinha,Taapsee Pannu,Rishi Kapoor,Neena Gupta,,,,,,,,,,6.9
Mulzim,1988,156,Drama,25,K.S.R. Das,Jeetendra,Hema Malini,Shatrughan Sinha,,,,,,,,,,4.8
Mumal: A prophecy,2016,73,"Drama, Fantasy, Mystery",12,Esshan Katara,Masoom Shankar,Charul Bhavsar,Rituraj Singh Rathore,,,,,,,,,,6.8
Mumbai 125 KM 3D,2014,100,"Drama, Horror, Mystery",192,Hemant Madhukar,Karanvir Bohra,Vedita Pratap Singh,Veena Malik,,,,,,,,,,2.7
Mumbai Can Dance Saalaa,2015,135,Drama,43,Sachindra Sharma,Shakti Kapoor,Prashant Narayanan,Aditya Pancholi,,,,,,,,,,1.6
Mumbai Central,2016,100,Family,27,Karan Radhakrishna,Chetanya Adib,Jhuma Biswas,Alibail Blackburn,,,,,,,,,,4.8
Mumbai Cutting,2008,130,Drama,110,Jahnu Barua,Rahul Dholakia,Rituparno Ghosh,Shashanka Ghosh,,,,,,,,,,5.9
Mumbai Delhi Mumbai,2014,120,"Comedy, Romance",339,Satish Rajwade,Shiv Panditt,Piaa Bajpai,Naisha Arora,,,,,,,,,,5.7
Mumbai Matinee,2003,125,"Romance, Comedy",268,Anant Balani,Rahul Bose,Perizaad Zorabian,Vijay Raaz,,,,,,,,,,5.2
Mumbai Meri Jaan,2008,134,Drama,6034,Nishikant Kamat,Paresh Rawal,Kay Kay Menon,Irrfan Khan,,,,,,,,,,7.7
Mumbai Mirror,2013,136,"Action, Crime, Thriller",114,Ankush Bhatt,Sachiin Joshi,Prakash Raj,Vimala Raman,,,,,,,,,,4.9
Mumbai Saga,2021,135,"Action, Crime",7295,Sanjay Gupta,John Abraham,Emraan Hashmi,Mahesh Manjrekar,,,,,,,,,,6.1
Mumbai Se Aaya Mera Dost,2003,146,"Action, Comedy, Drama",548,Apoorva Lakhia,Abhishek Bachchan,Lara Dutta,Chunky Panday,,,,,,,,,,3.3
Mumbai Xpress,2005,146,Comedy,68,Singeetam Srinivasa Rao,Kamal Haasan,Manisha Koirala,Om Puri,,,,,,,,,,6.6
Mumbai's King,2012,77,Drama,153,Manjeet Singh,Rahul Bairagi,Dhanshree Jain,Arbaaz Khan,,,,,,,,,,6.4
Mumbhai Connection,2011,90,"Comedy, Crime, Thriller",24,Atlanta Nagendra,Alieesa P Badresia,Rafiq Batcha,Chrissy Chambers,,,,,,,,,,5.2
Mummy Punjabi: Superman Ki Bhi Maa!!,2011,121,"Comedy, Drama",40,Pammi Somal,Kirron Kher,Kanwaljit Singh,Jackie Shroff,,,,,,,,,,4.9
Munimji,1955,163,"Comedy, Musical, Romance",94,Subodh Mukherji,Dev Anand,Nalini Jaywant,Ameeta,,,,,,,,,,7.4
Munimji,1972,124,Drama,7,Jugal Kishore,Anil Dhawan,Yogeeta Bali,Ramesh Deo,,,,,,,,,,5.3
Munna Bhai M.B.B.S.,2003,156,"Comedy, Drama",75813,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Gracy Singh,,,,,,,,,,8.1
Munna Mange Memsaab,2014,128,Comedy,13,Shareeph Mansuri Saranawala,Ms. Jordiya Anna,Razak Khan,Omkar Das Manikpuri,,,,,,,,,,3.2
Munna Michael,2017,140,"Action, Drama, Music",3022,Sabir Khan,Tiger Shroff,Nidhhi Agerwal,Nawazuddin Siddiqui,,,,,,,,,,3.3
Munnibai,1999,136,"Action, Crime, Drama",24,Kanti Shah,Dharmendra,Sapna Sappu,Durgesh Nandini,,,,,,,,,,4
Muqabla,1979,127,"Action, Adventure, Drama",20,Rajkumar Kohli,Sunil Dutt,Shatrughan Sinha,Rajesh Khanna,,,,,,,,,,6.5
Muqabla,1993,162,"Action, Crime, Drama",171,Rama Rao Tatineni,Govinda,Karisma Kapoor,Farha Naaz,,,,,,,,,,4.2
Muqaddar,1978,189,"Drama, Family",36,Ravi Tandon,Shashi Kapoor,Rekha,Parikshit Sahni,,,,,,,,,,5.5
Muqaddar Ka Faisla,1987,171,"Action, Comedy, Drama",48,Prakash Mehra,Raaj Kumar,Rakhee Gulzar,Raj Babbar,,,,,,,,,,4.8
Muqaddar Ka Sikandar,1978,189,"Drama, Romance",2638,Prakash Mehra,Amitabh Bachchan,Vinod Khanna,Rakhee Gulzar,,,,,,,,,,7.5
Murder,2004,130,"Drama, Romance, Thriller",3763,Anurag Basu,Mallika Sherawat,Ashmit Patel,Emraan Hashmi,,,,,,,,,,5.4
Murder 2,2011,127,"Action, Crime, Drama",6662,Mohit Suri,Emraan Hashmi,Jacqueline Fernandez,Prashant Narayanan,,,,,,,,,,6.2
Murder 3,2013,124,"Drama, Mystery, Thriller",2423,Vishesh Bhatt,Randeep Hooda,Aditi Rao Hydari,Sara Loren,,,,,,,,,,4.9
Musafir,1957,149,Drama,100,Hrishikesh Mukherjee,Shekhar,Suchitra Sen,Bipin Gupta,,,,,,,,,,7.4
Musafir,2004,151,"Action, Crime, Drama",1732,Sanjay Gupta,Anil Kapoor,Sameera Reddy,Aditya Pancholi,,,,,,,,,,5.5
Mushkil,2019,130,Horror,352,Rajiv S. Ruia,Pooja Bisht,Rajniesh Duggall,Nazia Hussain,,,,,,,,,,4.8
Music Teacher,2019,101,"Drama, Romance",598,Sarthak Dasgupta,Neena Gupta,Divya Dutta,Manav Kaul,,,,,,,,,,6.3
Muskaan,2004,127,"Mystery, Romance",193,Rohit Manash,Rohit Krishnakant Nayyar,Manish Robin,Manish Sharma,,,,,,,,,,4.4
Muskurahat,1992,135,"Comedy, Drama",296,Priyadarshan,Jay Mehta,Revathi,Annu Kapoor,,,,,,,,,,7
Muskurahatein,2017,132,Romance,31,J.S. Randhawa,J.S. Randhawa,Sonal Mudgal,Sanjay Mishra,,,,,,,,,,5.7
Mutamestri,1993,163,"Action, Drama",314,Kodanda Rami Reddy A.,Chiranjeevi,Meena,Roja,,,,,,,,,,7.1
Muthu,1995,132,"Action, Comedy, Drama",2773,K.S. Ravikumar,Rajinikanth,Meena,Sarath Babu,,,,,,,,,,7.6
Muzaffarnagar 2013,2017,134,Drama,28,Harish Kumar,Dev Sharma,Aishwarya Devan,Mursaleem Qureshi,,,,,,,,,,5.5
Muzaffarnagar Baaqi Hai,2015,136,Documentary,82,Nakul Singh Sawhney,Shubhradeep Chakravorty,Meera Chaudhary,Nakul Singh Sawhney,,,,,,,,,,6.7
My Birthday Song,2018,95,Thriller,258,Samir Soni,Nora Fatehi,Elena Kazan,Suparna Moitra,,,,,,,,,,5.5
My Brother... Nikhil,2005,120,"Drama, Sport",1186,Onir,Sanjay Suri,Juhi Chawla,Purab Kohli,,,,,,,,,,7.2
My Client's Wife,2020,106,"Mystery, Thriller",672,Prabhakar Meena Bhaskar Pant,Sharib Hashmi,Pushkar Bhaskar Pant,Anjali Patil,,,,,,,,,,6.2
My Cornerstone,2013,119,"Comedy, Drama, Romance",24,Stanley Joseph,Zenia Starr,Romin Khan,James Morcan,,,,,,,,,,7.4
My Dear Kuttichaathan,1984,96,"Action, Adventure, Comedy",391,Jijo Punnoose,Arvind,Sonia,Suresh,,,,,,,,,,7.5
My Faraway Bride,2006,95,"Comedy, Drama, Romance",617,Rajeev Virani,Jason Lewis,Kashmira Shah,Gulshan Grover,,,,,,,,,,4.7
My Father Iqbal,2016,104,Drama,13,Suzad Iqbal Khan,Pramod Goswami,Narendra Jha,Sagar Nath Jha,,,,,,,,,,6.2
My Friend Ganesha,2007,190,Animation,156,Rajiv S. Ruia,Ahsaas Channa,Upasna Singh,Kiran Janjani,,,,,,,,,,4.6
My Friend Ganesha 2,2008,117,"Animation, Family",59,Rajiv S. Ruia,Aayush Shah,Harsh Chhaya,Kurush Deboo,,,,,,,,,,4.4
My Friend Pinto,2011,100,"Comedy, Crime, Drama",348,Raaghav Dar,Prateik,Kalki Koechlin,Arjun Mathur,,,,,,,,,,5.3
My Friend's Dulhania,2017,87,Romance,26,Prashamit Chaudhury,Op Rai,Mudasir Zafar,Shaina Baweja,,,,,,,,,,6.4
My Husband's Wife,2010,122,Drama,8,Rati Agnihotri,Prem Chopra,Shakti Kapoor,Mahinder Shera,,,,,,,,,,3.1
My Love,1970,143,Romance,23,S. Sukhdev,Shashi Kapoor,Sharmila Tagore,Rajendranath Malhotra,,,,,,,,,,6.9
My Name Is Khan,2010,165,Drama,101014,Karan Johar,Shah Rukh Khan,Kajol,Sheetal Menon,,,,,,,,,,8
My Wife's Murder,2005,103,"Drama, Mystery, Thriller",890,Jijy Philip,Anil Kapoor,Suchitra Krishnamoorthi,Nandana Sen,,,,,,,,,,6.1
Myoho,2012,120,Drama,13,Ranjan Shandilya,Kanwaljit Singh,Yashpal Sharma,Malay Chakrabarty,,,,,,,,,,6.5
Myrah,2018,134,"Drama, Romance",13,Anil Dhoble,Meera Joshi,Sukanya Surve,Sandeep Sharma,,,,,,,,,,5.7
N.H 10,2015,115,"Action, Crime, Drama",12421,Navdeep Singh,Anushka Sharma,Neil Bhoopalam,Darshan Kumaar,,,,,,,,,,7.2
Na Jaane Kabse,2011,132,Romance,9,Pammi Somal,Lillete Dubey,Gurpreet Ghuggi,Gary Gill,,,,,,,,,,5.4
Na Tum Jaano Na Hum,2002,158,"Comedy, Drama, Musical",2756,Arjun Sablok,Saif Ali Khan,Hrithik Roshan,Esha Deol,,,,,,,,,,5
Naach,2004,150,"Drama, Musical, Romance",580,Ram Gopal Varma,Abhishek Bachchan,Antara Mali,Riteish Deshmukh,,,,,,,,,,4.2
Naach Govinda Naach,1992,182,Action,20,S.K. Subash,Abhimanyyu Abhimanyu,Govinda,Aruna Irani,,,,,,,,,,4.1
Naach Uthe Sansaar,1976,132,Romance,14,Yakub Hasan Rizvi,Shashi Kapoor,Hema Malini,Rajendranath Malhotra,,,,,,,,,,5.8
Naag Panchami,1972,136,"Adventure, Drama, Fantasy",14,Babubhai Mistry,Jayshree Gadkar,Prithviraj Kapoor,Shree Bhagwan,,,,,,,,,,5.6
Naagmani,1991,136,Fantasy,17,V. Menon,Rakesh Bedi,Donald Burman,Gajendra Chauhan,,,,,,,,,,4.4
Naajayaz,1995,157,"Action, Drama",564,Mahesh Bhatt,Naseeruddin Shah,Ajay Devgn,Juhi Chawla,,,,,,,,,,5.5
Naalayak,1979,129,"Drama, Family",21,B. Padmanabham,Jeetendra,Leena Chandavarkar,Nirupa Roy,,,,,,,,,,6
Naam,1986,177,"Crime, Drama, Thriller",984,Mahesh Bhatt,Nutan,Kumar Gaurav,Sanjay Dutt,,,,,,,,,,7.5
Naam Gum Jaayega,2005,125,"Mystery, Thriller",81,Amol Shetge,Dia Mirza,Aryan Vaid,Mandira Bedi,,,,,,,,,,5.9
Naam Hai Akira,2016,137,"Action, Thriller",3892,A.R. Murugadoss,Sonakshi Sinha,Anurag Kashyap,Konkona Sen Sharma,,,,,,,,,,5.9
Naam O Nishan,1987,129,"Thriller, Action",34,Ajay Kashyap,Shashi Kapoor,Sanjay Dutt,Amrita Singh,,,,,,,,,,4.3
Naam Shabana,2017,147,"Action, Thriller",5924,Shivam Nair,Taapsee Pannu,Akshay Kumar,Manoj Bajpayee,,,,,,,,,,6.3
Naamcheen,1991,129,"Crime, Drama",11,Ajit Dewani,Bhanu,Daya Dongre,Gulshan Grover,,,,,,,,,,4.5
Naami Chor,1977,127,Action,5,Manmohan Desai,Kamal Mehra,Biswajit Chatterjee,Shatrughan Sinha,,,,,,,,,,5.8
Naaraaz,1994,128,"Action, Crime, Drama",127,Mahesh Bhatt,Pooja Bhatt,Mithun Chakraborty,Atul Agnihotri,,,,,,,,,,4.5
Naari Chakra,2013,66,"Drama, Thriller",18,Dipanshu Dang,Abhay Chaudhary,Arzoo Dandyan,Dipanshu Dang,,,,,,,,,,6.7
Nache Nagin Gali Gali,1989,131,Horror,27,Mohanji Prasad,Meenakshi Sheshadri,Nitish Bharadwaj,Sadashiv Amrapurkar,,,,,,,,,,4.8
Nadaan,1971,156,Drama,13,Deven Verma,Asha Parekh,Navin Nischol,Nirupa Roy,,,,,,,,,,6.7
Nadir Shah,1968,126,History,8,S.N. Tripathi,Feroz Khan,Kumari Naaz,Sheikh Mukhtar,,,,,,,,,,7.1
Nadiya Ke Paar,1982,143,"Drama, Romance",863,Govind Moonis,Sachin Pilgaonkar,Sadhana Singh,Inder Thakur,,,,,,,,,,7.9
Nadiya Ke Paar,1948,126,Drama,46,Kishore Sahu,Dilip Kumar,Kamini Kaushal,David Abraham,,,,,,,,,,6.8
Nagadevathe,2000,150,"Drama, Fantasy",23,Om Sai Prakash,Soundarya,Prema,Sai Kumar,,,,,,,,,,5.6
Nagin,1954,139,"Drama, Musical, Romance",61,Nandlal Jaswantlal,Vyjayanthimala,Pradeep Kumar,Jeevan,,,,,,,,,,6.7
Nagin,1976,180,"Fantasy, Thriller, Action",442,Rajkumar Kohli,Sunil Dutt,Feroz Khan,Vinod Mehra,,,,,,,,,,6.3
Nagina,1986,137,"Fantasy, Romance",880,Harmesh Malhotra,Sridevi,Rishi Kapoor,Amrish Puri,,,,,,,,,,6.5
Nai Roshni,1967,158,"Drama, Family",20,C.V. Sridhar,Ashok Kumar,Mala Sinha,Raaj Kumar,,,,,,,,,,6.3
Nail Polish,2021,128,Drama,3737,Bugs Bhargava Krishna,Arjun Rampal,Manav Kaul,Anand Tiwari,,,,,,,,,,7.4
Naina,1973,134,"Drama, Romance",28,Kanak Mishra,Shashi Kapoor,Moushumi Chatterjee,Rehman,,,,,,,,,,6.3
Naina,2005,104,"Drama, Horror, Mystery",773,Shripal Morakhia,Urmila Matondkar,Anuj Sawhney,Malavikka,,,,,,,,,,4.3
Naiyya,1979,116,"Drama, Family",15,Prashant Nanda,Baldev Khosa,Zarina Wahab,Leela Mishra,,,,,,,,,,6.8
Najma,1943,121,Drama,30,Mehboob Khan,Ashok Kumar,Sitara,Veena,,,,,,,,,,7.5
Nakhuda,1981,117,"Drama, Family, Romance",30,Dilip Naik,Kulbhushan Kharbanda,Raj Kiran,Swaroop Sampat,,,,,,,,,,6.4
Nakli Nawab,1962,134,"Drama, Romance",7,Tara Harish,Ashok Kumar,Manoj Kumar,Shakila,,,,,,,,,,5.9
Naksha,2006,128,"Action, Adventure, Fantasy",1074,Sachin Bajaj,Sunny Deol,Vivek Oberoi,Sameera Reddy,,,,,,,,,,3.3
Nakshatra,2010,122,"Crime, Drama, Mystery",56,Mohan Savalkar,Malaika Arora,Jhuma Biswas,Suresh Chatwal,,,,,,,,,,5
Namah Shivaya Shantaya,2009,101,"Action, Drama, History",12,Abhijeet Kumar,Durba Sahay,Kumar Amlendu,Rajeev Ashish,,,,,,,,,,6.1
Namak,1996,148,"Action, Drama, Family",51,Kawal Sharma,Sanjay Dutt,Farha Naaz,Sidhant Salaria,,,,,,,,,,4.1
Namak Halaal,1982,171,"Action, Comedy, Drama",2420,Prakash Mehra,Waheeda Rehman,Shashi Kapoor,Amitabh Bachchan,,,,,,,,,,7.3
Namak Haraam,1973,146,Drama,1564,Hrishikesh Mukherjee,Rajesh Khanna,Amitabh Bachchan,Simi Garewal,,,,,,,,,,7.3
Namaste England,2018,141,"Comedy, Drama, Romance",2644,Vipul Amrutlal Shah,Parineeti Chopra,Arjun Kapoor,Paul Blackwell,,,,,,,,,,2.2
Namastey London,2007,128,"Comedy, Drama, Romance",20942,Vipul Amrutlal Shah,Akshay Kumar,Katrina Kaif,Rishi Kapoor,,,,,,,,,,7.1
Namdev Bhau,2018,84,Adventure,94,Dar Gai,Arya Dave,Namdev Gurav,Zoya Hussain,,,,,,,,,,7.4
Namkeen,1982,112,"Drama, Family",420,Gulzar,Sanjeev Kumar,Sharmila Tagore,Shabana Azmi,,,,,,,,,,7.6
Namo Venkatesa,2010,152,"Action, Crime, Romance",426,Sreenu Vaitla,Venkatesh Daggubati,Trisha Krishnan,Brahmanandam,,,,,,,,,,5.4
Nanak Shah Fakir,2014,146,Drama,344,A.K. Bir,Arif Zakaria,Puneet Sikka,Adil Hussain,,,,,,,,,,8.2
Nanhe Jaisalmer: A Dream Come True,2007,108,"Comedy, Drama, Family",412,Samir Karnik,Dwij Yadav,Bobby Deol,Sharat Saxena,,,,,,,,,,6
Nannha Farishta,1969,133,"Action, Crime, Drama",24,T. Prakash Rao,Pran,Ajit,Anwar Hussain,,,,,,,,,,6.2
Nanu Ki Jaanu,2018,133,"Comedy, Drama, Horror",954,Faraz Haider,Abhay Deol,Patralekhaa Paul,Rajesh Sharma,,,,,,,,,,5.9
Naqaab,2007,115,"Crime, Drama, Romance",1373,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Akshaye Khanna,,,,,,,,,,5.4
Naqab,1955,130,Romance,16,Lekhraj Bhakri,Shammi Kapoor,Madhubala,Ajit,,,,,,,,,,8.6
Naram Garam,1981,122,"Comedy, Drama",980,Hrishikesh Mukherjee,Amol Palekar,Swaroop Sampat,Utpal Dutt,,,,,,,,,,7.4
Narasimha,1991,214,"Action, Drama",424,N. Chandra,Sunny Deol,Dimple Kapadia,Urmila Matondkar,,,,,,,,,,5.5
Narayan,2017,110,Action,27,Jogesh Sehdeva,Rahuul Aamath,Eklavey Kashyap,Deepak Mehrotra,,,,,,,,,,6.8
Nartakee,1963,125,Drama,21,Nitin Bose,Sunil Dutt,Nanda,Om Prakash,,,,,,,,,,7
Nartaki,1940,150,Drama,11,Debaki Bose,Leela Desai,Bhanu Bannerjee,Najmul Hussain,,,,,,,,,,6.5
Nasbandi,1978,140,"Comedy, Drama",13,I.S. Johar,Anitav Bachchan,Kanauj Kumar,Shahi Kapoor,,,,,,,,,,6.5
Naseeb,1981,197,"Action, Musical, Romance",1572,Manmohan Desai,Amitabh Bachchan,Shatrughan Sinha,Rishi Kapoor,,,,,,,,,,7.1
Naseeb,1997,138,"Comedy, Drama, Romance",333,Kirti Kumar,Govinda,Mamta Kulkarni,Saeed Jaffrey,,,,,,,,,,5.3
Naseeb Apna Apna,1986,140,"Comedy, Drama",164,Rama Rao Tatineni,Rishi Kapoor,Farha Naaz,Radhika Sarathkumar,,,,,,,,,,5.6
